"","feature","ave_expr","log_fc","stat","pvalue","padj","rate1","rate2","group1","feature_rank"
"39","NRCAM",7.21311557043344,1.2462236322162,69.2879000266824,8.59700982480922e-06,1.30057328118909e-05,0.191940615058324,0.0826933380960886,"PFG_1",39
"40","FANCI",6.18939365305138,1.43129048965221,65.9465345111288,1.06806238809626e-05,1.57539202244198e-05,0.127253446447508,0.038221110912663,"PFG_1",40
"41","XACT",6.74046796616933,1.55297907217668,60.0814924093606,1.60134269663067e-05,2.30437119759047e-05,0.123011664899258,0.048401500267905,"PFG_1",41
"42","NCAPG2",5.97504969401805,1.18655091893472,58.0632084567236,1.85616959652574e-05,2.60747633797663e-05,0.107104984093319,0.0360778710484015,"PFG_1",42
"43","NEGR1",6.29703561377929,1.15970480212498,56.4244883899693,2.09896909541353e-05,2.87998085184648e-05,0.101802757158006,0.0421503839971423,"PFG_1",43
"44","CIT",6.01905463444357,1.61521962636882,55.1516801387594,2.31442285516131e-05,3.10343064669357e-05,0.116648992576882,0.0319699946419003,"PFG_1",44
"45","BUB1B",5.86361630789558,1.35380272979152,51.9036050911667,2.99707319300811e-05,3.92124415624304e-05,0.106044538706257,0.0310769780317914,"PFG_1",45
"46","CDK6",6.71688629072653,1.10457620241217,51.6583928127635,3.05724120656237e-05,3.92124415624304e-05,0.138918345705196,0.0605465261653867,"PFG_1",46
"47","MIS18BP1",6.80444630585444,1.03395274818181,48.8166944752462,3.88121926738242e-05,4.8205975050396e-05,0.158006362672322,0.0626897660296482,"PFG_1",47
"48","HERC3",5.02858176148095,1.43434076023799,48.7077349205628,3.92184203799832e-05,4.8205975050396e-05,0.107104984093319,0.0333988212180747,"PFG_1",48
"49","ATAD2",6.64228396798576,1.26324791551587,48.1490233754677,4.11203407111975e-05,4.92669313780575e-05,0.163308589607635,0.051794963386319,"PFG_1",49
"50","BRCA1",5.92826006987949,1.01998446731849,47.9768485317587,4.17516367610657e-05,4.92669313780575e-05,0.116648992576882,0.0421503839971423,"PFG_1",50
"51","NXPH2",6.16715914774157,1.07436760277497,43.7028763190939,6.1532686386394e-05,7.11848724862205e-05,0.109225874867444,0.0417931773530988,"PFG_1",51
"52","CENPK",6.10647449975941,1.42954282215982,41.9557834824245,7.2767754186731e-05,8.25634134041756e-05,0.12407211028632,0.0366136810144669,"PFG_1",52
"53","AC073529.1",6.26445781140847,1.09600795879782,41.4156452128567,7.67317052356573e-05,8.54183133755431e-05,0.117709437963945,0.0437578138953385,"PFG_1",53
"54","DEPDC1B",6.03343490183569,1.39929845417292,41.207214010199,7.83309078571672e-05,8.55837696957938e-05,0.117709437963945,0.0355420610823361,"PFG_1",54
"55","PCDH15",5.85088348841456,1.27945816566794,39.0884207365181,9.70874668145673e-05,0.00010414837349199,0.106044538706257,0.0432220039292731,"PFG_1",55
"56","ECT2",6.02425055858699,1.15341568624487,38.7450127412257,0.000100608494993066,0.000105998235796266,0.102863202545069,0.0369708876585104,"PFG_1",56
"57","RAD54B",6.13189309342828,1.08881177079104,37.7276839027538,0.000111994138327472,0.000115923757216155,0.11983032873807,0.0417931773530988,"PFG_1",57
"58","HERC3.1",5.19487255577894,1.32293895815985,34.6217164770345,0.000157818099983478,0.000160539101707331,0.111346765641569,0.0355420610823361,"PFG_1",58
"59","POLE",5.88730371182389,1.35895514998901,24.8215046607592,0.000560883366322491,0.000560883366322491,0.116648992576882,0.0323272012859439,"PFG_1",59
"60","FP671120.4",12.5813666015688,1.65500044641849,1919.74868108843,4.3616693281833e-14,2.18083466409165e-13,0.941576086956522,0.831036858422322,"PEN_1",1
"61","FP236383.3",12.9471875217174,1.633511158817,618.891787947241,2.62486344628554e-11,6.56215861571385e-11,0.995923913043478,0.867723045125732,"PEN_1",2
"62","AD000090.1",7.37487272383321,1.77545281149933,131.583980938807,1.28920506145628e-07,2.14867510242714e-07,0.197010869565217,0.0919738201860145,"PEN_1",3
"63","CCDC200",7.00798234682131,1.66310617018471,91.0936872895255,8.7571585249675e-07,1.09464481562094e-06,0.14945652173913,0.0800895625215294,"PEN_1",4
"64","MTRNR2L8",6.82812329123296,1.03914979735187,31.8446450557641,0.000130588646645293,0.000130588646645293,0.177989130434783,0.145883568722012,"PEN_1",5
"65","POLG2",6.0720513043628,2.77797289544597,90.7600757219725,7.39303563763685e-07,1.84825890940921e-05,0.28125,0.036146447409246,"PEN_2",1
"66","CENPF",7.89911463278089,1.3569334352449,44.6877632060999,2.54276410051857e-05,0.000237478948767416,0.416666666666667,0.0955631399317406,"PEN_2",2
"67","INTS6",7.68624324192911,1.63870597103589,43.6189792870406,2.84974738520899e-05,0.000237478948767416,0.333333333333333,0.111231771641328,"PEN_2",3
"68","ARL6IP1",6.72343936905668,1.42445759963626,25.5640238898076,0.000305761964293055,0.00191101227683159,0.21875,0.0587961526528079,"PEN_2",4
"69","GAR1",5.0319219062519,1.81637873680262,13.7467906456962,0.00313080914286245,0.0156540457143122,0.104166666666667,0.0193918709277071,"PEN_2",5
"70","LRRC23",6.50281238048013,1.51319334887115,12.1235140715848,0.00470834478517681,0.0171889299033402,0.166666666666667,0.0550729134346882,"PEN_2",6
"71","ANGPT2",7.08204209899073,1.00953958949605,12.0371456119084,0.00481290037293525,0.0171889299033402,0.166666666666667,0.0753955941669252,"PEN_2",7
"72","SNRPF",5.55465452591347,1.62247962968603,11.2183727491976,0.00602315769618515,0.0188223678005786,0.114583333333333,0.0285448340055849,"PEN_2",8
"73","TTC19",6.15902750619675,1.26930336783137,9.27662872133755,0.0104869409209249,0.0284599748184934,0.135416666666667,0.0435929258454856,"PEN_2",9
"74","SNX25",6.93100068199188,1.05003807667142,8.99578809921455,0.0113839899273974,0.0284599748184934,0.197916666666667,0.073689109525287,"PEN_2",10
"75","MIR17HG",5.90383511538889,1.34612692167444,8.49488264290651,0.0133462495623015,0.030332385368867,0.125,0.0345950977350295,"PEN_2",11
"76","COPS4",5.68607127930342,1.2199661254467,7.64779604507357,0.0175188697105691,0.0326090955382233,0.114583333333333,0.0313372634191747,"PEN_2",12
"77","CCZ1",6.00400979579306,1.34093851235992,7.50412888448431,0.0183939095913112,0.0326090955382233,0.166666666666667,0.0515048091839901,"PEN_2",13
"78","CCNYL1",5.9213979046342,1.27150276615996,7.41152179974148,0.0189776236573504,0.0326090955382233,0.135416666666667,0.0363015823766677,"PEN_2",14
"79","RNF2",6.21158661797103,1.30396687313634,7.31837273263133,0.019565457322934,0.0326090955382233,0.135416666666667,0.0448340055848588,"PEN_2",15
"80","OSBPL11",5.69133082287387,1.25955645759942,6.69307582961856,0.0242766174165334,0.0379322147133334,0.114583333333333,0.031647533354018,"PEN_2",16
"81","AMD1",5.8766045240199,1.14188932509414,6.19442115461021,0.0290351849590291,0.0426988014103369,0.104166666666667,0.0344399627676078,"PEN_2",17
"82","LMNB2",5.96323557706862,1.04718701698276,5.60494337108804,0.0361591288599262,0.0470339715210983,0.104166666666667,0.037542662116041,"PEN_2",18
"83","EIF3J",5.89606857017642,1.24199174097578,5.58750842348658,0.0364079081173902,0.0470339715210983,0.114583333333333,0.0358361774744027,"PEN_2",19
"84","AL132780.3",5.35634247260973,1.36525844375967,5.49429036922029,0.0376271772168787,0.0470339715210983,0.114583333333333,0.0273037542662116,"PEN_2",20
"85","USP1",5.84899295182183,1.04062561975739,5.09824924097717,0.0439897472536159,0.0523687467304951,0.114583333333333,0.0345950977350295,"PEN_2",21
"86","NARS1",5.73493634202123,1.02193789218326,4.78920007688033,0.0497444473437018,0.0563821679456559,0.104166666666667,0.0325783431585479,"PEN_2",22
"87","AMFR",5.74482678920748,1.0846356354903,4.68777960237522,0.0518715945100034,0.0563821679456559,0.104166666666667,0.0335091529630779,"PEN_2",23
"88","DIS3L",5.77638177832684,1.12024785065473,4.32914537388802,0.0602340206190024,0.0627437714781275,0.104166666666667,0.0341296928327645,"PEN_2",24
"89","SERPINE2",5.87189875656843,1.01563368899673,3.38462128036736,0.0914069575941805,0.0914069575941805,0.104166666666667,0.0344399627676078,"PEN_2",25
"90","EEF1A1",10.1670495943616,1.07034264210804,407.378226727742,5.53320364021314e-11,9.95976655238365e-10,0.807909604519774,0.303871309881563,"PEN_3",1
"91","CD24",8.35146400696928,1.05140407198995,224.726073855166,2.04946509014581e-09,1.84451858113123e-08,0.445197740112994,0.137882269754287,"PEN_3",2
"92","PNRC1",6.34349941023819,1.574717586843,142.044994019089,3.09788601346005e-08,1.85873160807603e-07,0.174011299435028,0.0394201873784692,"PEN_3",3
"93","TUBA1A",7.24959922415203,1.1467384843923,130.01056947495,5.18085719181254e-08,2.33138573631564e-07,0.246327683615819,0.0758352483648577,"PEN_3",4
"94","CYP26A1",5.82268602316725,1.51941932865473,105.603545209776,1.70869000787217e-07,6.04250974074794e-07,0.125423728813559,0.0281067703729892,"PEN_3",5
"95","ZFP36L1",8.0877171929659,1.08873318783841,102.578792082085,2.01416991358265e-07,6.04250974074794e-07,0.375141242937853,0.119851511401803,"PEN_3",6
"96","SCD",6.99094165940983,1.06970171374252,77.1094265941393,9.89547042273971e-07,2.54454953727593e-06,0.205649717514124,0.0654056920629309,"PEN_3",7
"97","PRKAB2",6.43573690851846,1.16991752580879,72.2632692293049,1.41048781529578e-06,3.17359758441551e-06,0.161581920903955,0.0475517058511579,"PEN_3",8
"98","RPL15",6.57957826053907,1.14036252277511,68.318356985109,1.91136134309434e-06,3.48810158180033e-06,0.176271186440678,0.0507336043839491,"PEN_3",9
"99","FOXA1",6.75598334848994,1.07956357152458,68.1440201900201,1.93783421211129e-06,3.48810158180033e-06,0.189830508474576,0.0604560721230334,"PEN_3",10
"100","ATP5F1A",6.59915024869892,1.10963763748326,66.510026284708,2.20822176082417e-06,3.61345379043955e-06,0.169491525423729,0.0532084143538978,"PEN_3",11
"101","FOXJ1",6.45131553392924,1.13144115539117,53.423797688088,7.02254743406241e-06,1.05338211510936e-05,0.159322033898305,0.049849743680396,"PEN_3",12
"102","HHEX",6.05842433719958,1.04323369320602,44.4742935969835,1.78838048218658e-05,2.47621912918142e-05,0.119774011299435,0.0362382888456779,"PEN_3",13
"103","DLK1",6.05455854305123,1.08615786507041,42.1553860700527,2.33498263140196e-05,3.00212052608824e-05,0.112994350282486,0.0341170231571504,"PEN_3",14
"104","UBB",6.24839668574505,1.01092909235351,40.8615670060538,2.7233438484692e-05,3.26801261816304e-05,0.134463276836158,0.0433091744741029,"PEN_3",15
"105","ATXN7L3B",5.83450389279457,1.006305937628,37.9249270442458,3.9191877327884e-05,4.40908619938695e-05,0.102824858757062,0.0328796181721761,"PEN_3",16
"106","PERP",5.72429153860267,1.22697710044542,28.107619130994,0.000158514293414968,0.000167838663615848,0.107344632768362,0.0293441753579636,"PEN_3",17
"107","CCNG1",6.09173218496667,1.03718526524733,27.5293138531039,0.000173933585255143,0.000173933585255143,0.12316384180791,0.0394201873784692,"PEN_3",18
"108","TUBB",8.76580971575555,1.70150594783174,625.859137137647,5.13185162861526e-11,9.49392551293823e-09,0.721485411140584,0.160908353609084,"PEN_4",1
"109","IGF2",9.6282037918641,1.26909245534148,518.644786539686,1.41090677541989e-10,1.20769459784854e-08,0.928381962864722,0.387185725871857,"PEN_4",2
"110","TUBA1B",7.84791072319888,2.2205279453513,487.932994594456,1.95842367218682e-10,1.20769459784854e-08,0.578249336870027,0.0854825628548256,"PEN_4",3
"111","CENPF",7.69549211765139,1.7496208343301,381.065004416235,7.35430045847417e-10,2.95431419029673e-08,0.413793103448276,0.08110300081103,"PEN_4",4
"112","PTMA",9.11849550547805,1.26561476419172,375.232742269624,7.98463294674792e-10,2.95431419029673e-08,0.742705570291777,0.228872668288727,"PEN_4",5
"113","AC132217.2",9.37499513904829,1.2378987068402,356.344468827073,1.05153487270049e-09,3.24223252415984e-08,0.875331564986737,0.373884833738848,"PEN_4",6
"114","TOP2A",7.00932334479022,2.21117156896797,277.362679886714,3.97582767999176e-09,9.43939084237829e-08,0.3342175066313,0.0489862124898621,"PEN_4",7
"115","NUCKS1",8.40598805604404,1.44373153817249,272.112293706149,4.397916807622e-09,9.43939084237829e-08,0.625994694960212,0.158150851581509,"PEN_4",8
"116","EEF1A1",10.2184490064476,1.06966404480015,269.891537446144,4.59213608548133e-09,9.43939084237829e-08,0.851458885941645,0.342741281427413,"PEN_4",9
"117","HMGA1",7.71147595403727,1.48752972770287,249.82811223772,6.90178635699136e-09,1.2768304760434e-07,0.472148541114058,0.101054339010543,"PEN_4",10
"118","PCNA",5.30595695471398,2.72912544821798,227.712235651068,1.12491019052568e-08,1.89189441133864e-07,0.206896551724138,0.0165450121654501,"PEN_4",11
"119","AC132217.1",7.62801104492963,1.46777729033177,185.217654093408,3.30303495604451e-08,4.87778956645713e-07,0.742705570291777,0.210056772100568,"PEN_4",12
"120","HNRNPA1",9.03798881196213,1.06355765046852,183.900258897292,3.42763591156447e-08,4.87778956645713e-07,0.681697612732096,0.238118410381184,"PEN_4",13
"121","HMGN2",6.82717607605132,1.54458840005463,165.687732283203,5.88426377283347e-08,7.65027570960809e-07,0.29973474801061,0.0639091646390916,"PEN_4",14
"122","HELLS",8.27127823535806,1.15727290438918,163.497307536194,6.3009458504938e-08,7.65027570960809e-07,0.546419098143236,0.174371451743715,"PEN_4",15
"123","NRG3",8.31803632323489,1.03347338167603,161.931231188137,6.62172841379593e-08,7.65027570960809e-07,0.429708222811671,0.145985401459854,"PEN_4",16
"124","CBX5",7.57124163928164,1.42991996824517,157.728363517576,7.5830712208758e-08,7.65027570960809e-07,0.421750663129974,0.0989456609894566,"PEN_4",17
"125","CD24",8.40786407423357,1.04353759064195,157.09731092089,7.7409296670365e-08,7.65027570960809e-07,0.525198938992042,0.158313057583131,"PEN_4",18
"126","BRCA2",6.39801016520479,1.64997748141727,156.655785567754,7.85703991797587e-08,7.65027570960809e-07,0.257294429708223,0.0447688564476886,"PEN_4",19
"127","SMC4",7.6011910617215,1.72153002710996,138.606544558743,1.47130951843537e-07,1.36096130455272e-06,0.46684350132626,0.0898621248986212,"PEN_4",20
"128","RFC3",7.51598313810774,1.471549351643,136.658492150081,1.5815627356241e-07,1.39328145757362e-06,0.392572944297082,0.0900243309002433,"PEN_4",21
"129","GAPDH",7.24998841691151,1.45531719609533,133.382184562282,1.7899251134324e-07,1.48909714757115e-06,0.36604774535809,0.0806163828061638,"PEN_4",22
"130","MKI67",6.47134006352589,1.76696974370138,132.507447912316,1.85130996725062e-07,1.48909714757115e-06,0.228116710875332,0.0413625304136253,"PEN_4",23
"131","FTH1",7.77551740619639,1.24563633368599,128.051379094143,2.20246846858909e-07,1.69602252804586e-06,0.437665782493369,0.113057583130576,"PEN_4",24
"132","DEK",7.12356783883876,1.32823493337156,127.055627437151,2.29192233519711e-07,1.69602252804586e-06,0.3342175066313,0.0786699107866991,"PEN_4",25
"133","ZFP36L1",8.1458916077321,1.15259599935247,117.237870945173,3.4425405367684e-07,2.40093536475602e-06,0.514588859416446,0.132360097323601,"PEN_4",26
"134","HMGB1",8.39621321186443,1.04748805943797,116.826811644551,3.50406782964392e-07,2.40093536475602e-06,0.538461538461538,0.175506893755069,"PEN_4",27
"135","ZFP36L2",7.48880216675057,1.45772869896194,115.254471218865,3.75192480544347e-07,2.47895031788229e-06,0.392572944297082,0.0913219789132198,"PEN_4",28
"136","YBX1",7.55273913595898,1.01988795073989,111.642060932293,4.40427104319841e-07,2.73954453253876e-06,0.344827586206897,0.105920519059205,"PEN_4",29
"137","NEK2",4.26478972462249,2.70827488769912,111.602398781781,4.44250464736015e-07,2.73954453253876e-06,0.10079575596817,0.00778588807785888,"PEN_4",30
"138","EEF1G",7.50716364628384,1.05828941549912,107.648628632487,5.28765205424616e-07,3.13422952682791e-06,0.368700265251989,0.101054339010543,"PEN_4",31
"139","HSPD1",7.59600273827023,1.05473459472317,107.112282137608,5.42136999235099e-07,3.13422952682791e-06,0.392572944297082,0.111111111111111,"PEN_4",32
"140","BRIP1",7.50085582395776,1.22105000533749,103.534739824905,6.42530517043896e-07,3.60206501979154e-06,0.376657824933687,0.0875912408759124,"PEN_4",33
"141","PFN1",7.0021718323725,1.22466504370757,101.543438519332,7.08021996820635e-07,3.76615912296887e-06,0.278514588859416,0.0720194647201946,"PEN_4",34
"142","KIF11",5.51149183273237,2.07018225334134,101.43058844043,7.12516590831948e-07,3.76615912296887e-06,0.177718832891247,0.0238442822384428,"PEN_4",35
"143","RTKN2",5.70135330408863,1.9676452842081,98.9027000113391,8.07731170094235e-07,4.15084073520649e-06,0.188328912466843,0.026926196269262,"PEN_4",36
"144","KIF18B",5.82032746741756,1.67131181544155,98.0608817269971,8.42809361100787e-07,4.21404680550394e-06,0.190981432360743,0.0290348742903487,"PEN_4",37
"145","ASPM",6.8023827828193,1.49179278554761,94.6615744127254,1.00345725349627e-06,4.88525241833712e-06,0.259946949602122,0.0470397404703974,"PEN_4",38
"146","HMGB2",5.74618397299176,2.00784421498179,91.8344717002668,1.16631632559942e-06,5.53252615989467e-06,0.19893899204244,0.0262773722627737,"PEN_4",39
"147","SERBP1",7.32825921512585,1.08962678401528,82.8364520056922,1.93471027204811e-06,8.94803500822252e-06,0.315649867374005,0.0924574209245742,"PEN_4",40
"148","RRM2",4.69633451667401,2.35576010385014,78.7999865572332,2.47503671488441e-06,1.11678485915516e-05,0.122015915119363,0.0120032441200324,"PEN_4",41
"149","SRSF2",6.86263242829046,1.43669751532262,75.3384835742065,3.0685929527635e-06,1.35164213395535e-05,0.291777188328912,0.0635847526358475,"PEN_4",42
"150","FANCI",6.26453761950149,1.35377317757022,72.6520627137656,3.65708647939952e-06,1.52901101688425e-05,0.196286472148541,0.0421735604217356,"PEN_4",43
"151","SCD",7.05079794801674,1.20614830201395,72.5859781824337,3.67214822945149e-06,1.52901101688425e-05,0.291777188328912,0.0716950527169505,"PEN_4",44
"152","RRM1",6.16010500393803,1.66209347553261,72.3777430131247,3.72407034055361e-06,1.52901101688425e-05,0.220159151193634,0.0384428223844282,"PEN_4",45
"153","ATAD5",6.81853204521978,1.04540567285919,72.0656734659362,3.80186523117165e-06,1.52901101688425e-05,0.241379310344828,0.0655312246553122,"PEN_4",46
"154","DTL",5.80435363667787,1.58960167182299,71.1486453249178,4.04511372854624e-06,1.59222561655544e-05,0.161803713527851,0.029845904298459,"PEN_4",47
"155","ECT2",6.10236808697818,1.44627839400387,70.6749108689204,4.17604480146494e-06,1.60951726723128e-05,0.177718832891247,0.0384428223844282,"PEN_4",48
"156","PCLAF",5.03202727089981,1.86108457818922,69.5790025312853,4.50882656452959e-06,1.64254814077275e-05,0.122015915119363,0.0170316301703163,"PEN_4",49
"157","HSPA8",7.04374815886654,1.32113155006842,69.483230687134,4.52903341461769e-06,1.64254814077275e-05,0.294429708222812,0.0699107866991079,"PEN_4",50
"158","DUSP6",6.37921423922848,1.28135949209949,69.4657314446878,4.53554017568432e-06,1.64254814077275e-05,0.204244031830239,0.0467153284671533,"PEN_4",51
"159","HNRNPAB",6.70744943400774,1.26869496339851,69.2062638520902,4.61689207136123e-06,1.64254814077275e-05,0.26525198938992,0.0606650446066504,"PEN_4",52
"160","DHFR",6.77692715433878,1.19306522158769,68.0390611927405,5.00797735355098e-06,1.74392852322974e-05,0.283819628647215,0.0665044606650446,"PEN_4",53
"161","CIP2A",5.58544378682268,1.79515619324412,67.816392065896,5.09038595969761e-06,1.74392852322974e-05,0.169761273209549,0.0257907542579075,"PEN_4",54
"162","HNRNPA0",7.0078863893856,1.36915054604035,67.4836607014966,5.20734715918594e-06,1.75156222627163e-05,0.297082228116711,0.0684509326845093,"PEN_4",55
"163","CALM1",6.82629461113302,1.12900627303855,66.2107342167404,5.7024047516875e-06,1.87177367648547e-05,0.259946949602122,0.0658556366585564,"PEN_4",56
"164","MCM3",5.55696379232768,1.5610592030328,66.0673557038966,5.76708646268496e-06,1.87177367648547e-05,0.140583554376658,0.027088402270884,"PEN_4",57
"165","KIF15",5.58240206948074,1.77026049573684,64.9093248768292,6.27089056534461e-06,2.00019785273923e-05,0.151193633952255,0.0251419302514193,"PEN_4",58
"166","ZGRF1",5.65848331489307,1.57139430629439,63.7749450354582,6.81776285617564e-06,2.13777309897033e-05,0.148541114058355,0.0288726682887267,"PEN_4",59
"167","TACC3",5.32043071704582,1.69728327369371,62.6727766354043,7.40814497453781e-06,2.28417803381582e-05,0.13262599469496,0.0231954582319546,"PEN_4",60
"168","RPL9",6.47964467741964,1.12998302619916,60.0906361374659,9.02153956825981e-06,2.73604068873453e-05,0.196286472148541,0.0527169505271695,"PEN_4",61
"169","MIS18BP1",6.88123700079463,1.25272511180888,59.6462779272759,9.3397664165355e-06,2.78686578557914e-05,0.278514588859416,0.0640713706407137,"PEN_4",62
"170","RO60",6.6336250971111,1.02611105729317,57.0428156201766,1.15092969922287e-05,3.37971419613065e-05,0.220159151193634,0.0606650446066504,"PEN_4",63
"171","RPL6",6.75780038450071,1.12339939098963,56.441326438223,1.2090873201461e-05,3.48945962706122e-05,0.246684350132626,0.0650446066504461,"PEN_4",64
"172","RPS2",7.1606758425595,1.34154514072704,56.2714196258496,1.22602635545394e-05,3.48945962706122e-05,0.326259946949602,0.0773722627737226,"PEN_4",65
"173","KIF20B",6.24651399435454,1.20562399237972,56.0486668666338,1.24928935078172e-05,3.50179590749422e-05,0.185676392572944,0.0420113544201135,"PEN_4",66
"174","CENPE",6.64506677486938,1.27074781697072,55.0495678291047,1.35779897362155e-05,3.71846909480719e-05,0.193633952254642,0.0504460665044607,"PEN_4",67
"175","UHRF1",5.65209123130261,1.81046883110848,54.7484116778749,1.3933863889169e-05,3.71846909480719e-05,0.159151193633952,0.0272506082725061,"PEN_4",68
"176","DLK1",6.11779451121052,1.86296304450402,54.6396746279289,1.40571867288151e-05,3.71846909480719e-05,0.220159151193634,0.0340632603406326,"PEN_4",69
"177","ANP32E",5.93497300112399,1.4717255323584,54.6322846736335,1.40698830614326e-05,3.71846909480719e-05,0.172413793103448,0.0340632603406326,"PEN_4",70
"178","LDHB",7.0017445234437,1.07768582295,54.4129541819187,1.43288849837781e-05,3.73358270704076e-05,0.283819628647215,0.075750202757502,"PEN_4",71
"179","RPS3",6.33027118318356,1.13973453517156,54.1453139782771,1.46632895072408e-05,3.76765077616604e-05,0.19893899204244,0.0489862124898621,"PEN_4",72
"180","MCM2",4.98007880427082,1.84423207199741,53.4589999207271,1.55804573642206e-05,3.94847207175455e-05,0.114058355437666,0.0170316301703163,"PEN_4",73
"181","CKAP2",5.76649458772453,1.33237249589901,52.7365921396236,1.65687214895758e-05,4.10569977895084e-05,0.145888594164456,0.0314679643146796,"PEN_4",74
"182","PAICS",5.91053149302963,1.4414377975353,52.6806452935467,1.66447288335845e-05,4.10569977895084e-05,0.161803713527851,0.0353609083536091,"PEN_4",75
"183","HNRNPF",7.03865201940439,1.17717757819522,52.3030652399881,1.71974298422166e-05,4.1862164747501e-05,0.294429708222812,0.0713706407137064,"PEN_4",76
"184","CALM3",6.28197867764928,1.13680750573,51.1309047396875,1.90897392929979e-05,4.58649580416184e-05,0.188328912466843,0.0449310624493106,"PEN_4",77
"185","MCM6",5.52174561873895,1.70689253848041,50.7800485518378,1.97108507053695e-05,4.67500946217097e-05,0.137931034482759,0.0248175182481752,"PEN_4",78
"186","CNBP",5.56807241790501,1.3808544734191,50.3585611589401,2.04830340385833e-05,4.79665986979482e-05,0.145888594164456,0.0275750202757502,"PEN_4",79
"187","PEG10",5.42481167055404,1.61655690362395,49.5838240467886,2.19854812655446e-05,5.07726324928043e-05,0.129973474801061,0.0244931062449311,"PEN_4",80
"188","PGRMC1",5.27990846017688,1.83020250836407,49.4639436074684,2.22301796319846e-05,5.07726324928043e-05,0.135278514588859,0.0207623682076237,"PEN_4",81
"189","SMC2",5.86515306795257,1.42446960185534,49.1523281002588,2.28662625495074e-05,5.15885191665717e-05,0.156498673740053,0.0337388483373885,"PEN_4",82
"190","MARCKSL1",7.70150380145007,1.06723156743856,48.9439053888218,2.32987290938509e-05,5.17831972573298e-05,0.389920424403183,0.109489051094891,"PEN_4",83
"191","SUPT16H",6.73888856894708,1.09899349205064,48.8480480450429,2.35123706465714e-05,5.17831972573298e-05,0.251989389920424,0.0635847526358475,"PEN_4",84
"192","HOXA1",5.58573683032233,1.45606411640638,47.6209445654839,2.64123027447555e-05,5.74856000915266e-05,0.143236074270557,0.0277372262773723,"PEN_4",85
"193","HHEX",6.11951673457324,1.42055221680786,46.9903055326582,2.80373290200115e-05,6.03128589383967e-05,0.180371352785146,0.0394160583941606,"PEN_4",86
"194","KNL1",5.7020347123483,1.31232691149022,46.6964074889029,2.8859074277561e-05,6.10978937118256e-05,0.127320954907162,0.0304947283049473,"PEN_4",87
"195","ARRDC3",5.57743366864498,1.5637993508748,46.6233480798273,2.90627818737332e-05,6.10978937118256e-05,0.148541114058355,0.0266017842660178,"PEN_4",88
"196","ANP32B",6.87661555004141,1.11427839433598,46.1506237244309,3.04073242979793e-05,6.32062359002941e-05,0.281167108753316,0.0687753446877535,"PEN_4",89
"197","ATAD2",6.7160677904082,1.1447554561779,45.5205710684169,3.23490583117546e-05,6.64952865297179e-05,0.238726790450928,0.0574209245742092,"PEN_4",90
"198","CLSPN",5.53023672204643,1.56664130249917,44.8451457673829,3.46204422480553e-05,7.03822177570356e-05,0.137931034482759,0.0262773722627737,"PEN_4",91
"199","UBB",6.30871059690548,1.18941645975674,44.5176640016028,3.57545658323939e-05,7.17496292609765e-05,0.20159151193634,0.0467153284671533,"PEN_4",92
"200","ARL6IP1",6.50512962937822,1.0081103378212,44.4305038804359,3.60687325474098e-05,7.17496292609765e-05,0.177718832891247,0.054014598540146,"PEN_4",93
"201","FTL",6.56684354033712,1.09336603915427,43.301164328294,4.04604498497731e-05,7.9629608746894e-05,0.225464190981432,0.054014598540146,"PEN_4",94
"202","NUDT21",5.77698927258865,1.19606044067313,42.9254914598168,4.20868036967048e-05,8.19585124620041e-05,0.143236074270557,0.0334144363341444,"PEN_4",95
"203","POLQ",6.04908805425738,1.27885138358285,42.0545318943245,4.60777942698853e-05,8.87957493742582e-05,0.169761273209549,0.0373073803730738,"PEN_4",96
"204","RAN",6.06564228425618,1.1813326621539,40.3433485445996,5.53505835004652e-05,0.000105565545851403,0.169761273209549,0.0390916463909165,"PEN_4",97
"205","BUB1B",5.93987576262014,1.25571193088734,40.1237516643433,5.66973390710772e-05,0.000107030691103564,0.151193633952255,0.035198702351987,"PEN_4",98
"206","DLGAP5",5.34541707896073,1.43541521600447,38.8197419739905,6.55703980610045e-05,0.00012253054183117,0.106100795755968,0.0223844282238443,"PEN_4",99
"207","TMEM237",5.40321568009836,1.25715172458834,38.5550034655306,6.75667337859834e-05,0.000124998457504069,0.119363395225464,0.0253041362530414,"PEN_4",100
"208","CCN2",6.17659156558603,1.08649055200457,38.4561005629878,6.8253231537704e-05,0.000125018295390844,0.153846153846154,0.0392538523925385,"PEN_4",101
"209","TMPO",7.08231031515266,1.23376339474006,38.2891096842737,6.95329478348793e-05,0.000126113679896595,0.305039787798409,0.0746147607461476,"PEN_4",102
"210","NID1",5.7093406673562,1.34930691714993,37.7248596105757,7.42127610232945e-05,0.000133294764944752,0.153846153846154,0.0316301703163017,"PEN_4",103
"211","ANLN",5.72556843581396,1.41829679866803,37.3988636243545,7.70507754962952e-05,0.000136600341838448,0.140583554376658,0.0288726682887267,"PEN_4",104
"212","LBH",6.35947144315175,1.12306669735073,37.2626170896575,7.82491283279276e-05,0.000136600341838448,0.204244031830239,0.0489862124898621,"PEN_4",105
"213","RPL7A",6.52811953832179,1.30677917396936,37.2159707153566,7.86649707591191e-05,0.000136600341838448,0.246684350132626,0.0543390105433901,"PEN_4",106
