"","feature","ave_expr","log_fc","stat","pvalue","padj","rate1","rate2","group1","feature_rank"
"214","DNA2",6.36220853585704,1.1425380994333,37.1796204580845,7.90066841984536e-05,0.000136600341838448,0.19893899204244,0.0510948905109489,"PEN_4",107
"215","CENPK",6.18129728121657,1.2578061645584,36.9705483507489,8.0960551131283e-05,0.000137432754406337,0.190981432360743,0.040551500405515,"PEN_4",108
"216","CENPU",5.86683929348892,1.54075318742122,36.9697933381861,8.0973893136707e-05,0.000137432754406337,0.164456233421751,0.0322789943227899,"PEN_4",109
"217","KIF18A",5.38244245992766,1.46021819080739,36.8145541027631,8.25223680641469e-05,0.000137784917359406,0.124668435013263,0.0235198702351987,"PEN_4",110
"218","MELK",5.89953701991913,1.18358227522457,36.7944221661366,8.26709504156433e-05,0.000137784917359406,0.153846153846154,0.0335766423357664,"PEN_4",111
"219","TPX2",5.3351973489683,1.49624384012348,36.432361217727,8.6322662288756e-05,0.000142586540387677,0.124668435013263,0.0212489862124899,"PEN_4",112
"220","MCM4",5.6200719621202,1.50379302964994,36.1871133820772,8.88213013806607e-05,0.000145415404915241,0.137931034482759,0.0267639902676399,"PEN_4",113
"221","KIF14",5.6978423628463,1.28898297014957,35.99093584113,9.09278504067906e-05,0.000147558353730318,0.135278514588859,0.0295214922952149,"PEN_4",114
"222","PGAM1",4.79827499463991,1.88733756522987,35.7359516908626,9.3869318940569e-05,0.00015100716525222,0.106100795755968,0.0160583941605839,"PEN_4",115
"223","BUB1",4.91770051621009,1.98660229337086,35.4996031764312,9.65200534708684e-05,0.000153025501325328,0.106100795755968,0.0145985401459854,"PEN_4",116
"224","NCAPG",5.49941745976467,1.371063415822,35.4667992836971,9.68574867241555e-05,0.000153025501325328,0.127320954907162,0.0241686942416869,"PEN_4",117
"225","SKP2",5.09580803285441,1.5599714052127,35.4086950212882,9.76054548993985e-05,0.000153025501325328,0.103448275862069,0.0197891321978913,"PEN_4",118
"226","INPP5F",6.15974752000675,1.21285194525336,35.1362032855613,0.00010074637247523,0.00015662251183124,0.175066312997347,0.043146796431468,"PEN_4",119
"227","FANCD2",5.87679751191263,1.0237319955751,34.7671924219399,0.000105434544659662,0.000162544923016978,0.137931034482759,0.0366585563665856,"PEN_4",120
"228","ZNF107",5.51047708339418,1.27752257883933,34.1799547814912,0.000113397351525513,0.000173285243677087,0.119363395225464,0.0274128142741281,"PEN_4",121
"229","GEN1",6.10165497908023,1.00371437496562,34.0828853130707,0.000114708481997613,0.000173285243677087,0.145888594164456,0.0421735604217356,"PEN_4",122
"230","H2AZ1",5.26400731653101,1.30120268921371,34.0570611683508,0.000115211270120441,0.000173285243677087,0.111405835543767,0.0227088402270884,"PEN_4",123
"231","RPL8",5.85740256972809,1.2682709931201,33.9217909571846,0.000117041815162173,0.000174618837137114,0.140583554376658,0.0347120843471208,"PEN_4",124
"232","PLK2",5.87635842394257,1.27141522925765,33.3731599261782,0.000125400515963451,0.000185592763625908,0.161803713527851,0.0348742903487429,"PEN_4",125
"233","CENPI",5.01257847079618,1.43493965489896,33.2217348454124,0.000128046407743046,0.000188004646289392,0.10079575596817,0.0184914841849148,"PEN_4",126
"234","GJA1",5.53702464782339,1.19253357847316,33.0222947499005,0.000131198782979807,0.00019111633741153,0.108753315649867,0.0249797242497972,"PEN_4",127
"235","MEX3D",5.62653044298662,1.19879756425807,31.9454501173319,0.000150761560870796,0.000217897568446072,0.124668435013263,0.0290348742903487,"PEN_4",128
"236","PRR11",5.79133420674989,1.28272164800617,31.4847524035287,0.000160136367196212,0.000229652929699993,0.148541114058355,0.0345498783454988,"PEN_4",129
"237","CYP26A1",5.88048383203827,1.1057288316244,30.4399764980889,0.000184227867302042,0.000260281322851293,0.13262599469496,0.0356853203568532,"PEN_4",130
"238","BRCA1",6.0061512706414,1.17678238034848,30.4356032436434,0.000184307315100105,0.000260281322851293,0.164456233421751,0.046066504460665,"PEN_4",131
"239","LBR",6.44423537075328,1.12330301288717,30.2456828918447,0.000189090857631994,0.000265013701984234,0.212201591511936,0.0517437145174371,"PEN_4",132
"240","RNASEH2B",5.66034573111519,1.11898680375201,30.1215733110573,0.000192462411812931,0.000265949441035173,0.129973474801061,0.0322789943227899,"PEN_4",133
"241","PRSS2",5.04771221206823,1.514186730469,30.0689910392157,0.000194013390924495,0.000265949441035173,0.103448275862069,0.0183292781832928,"PEN_4",134
"242","DEPDC1B",6.10949604355673,1.3888075791753,30.0561936119887,0.000194071213728369,0.000265949441035173,0.190981432360743,0.0386050283860503,"PEN_4",135
"243","CDK2AP1",5.13214214509388,1.70170866191031,29.9147938602184,0.000198059537238813,0.000268686254281767,0.103448275862069,0.018978102189781,"PEN_4",136
"244","Z94721.1",5.43733254038101,1.15086274437768,29.8824427990564,0.000198973063981632,0.000268686254281767,0.122015915119363,0.0267639902676399,"PEN_4",137
"245","GNPDA1",5.34403837446174,1.14932268852371,29.489995732296,0.00021013352881461,0.000281700745150021,0.108753315649867,0.0241686942416869,"PEN_4",138
"246","BLM",5.9417887475136,1.24492997133434,28.5364730438473,0.000240073809125281,0.000319522695598395,0.151193633952255,0.03779399837794,"PEN_4",139
"247","PCBP1",6.24366213025309,1.0482343485259,27.8448459381329,0.000265175269306625,0.000350410177298041,0.164456233421751,0.0442822384428224,"PEN_4",140
"248","ZNF770",5.68752288869942,1.1520835414774,27.7063692817201,0.000270698271288963,0.000355171490698285,0.13262599469496,0.0309813463098135,"PEN_4",141
"249","LMNB2",5.74499585064518,1.30090950207896,26.8851621716712,0.000305474556550512,0.000397977415224258,0.143236074270557,0.0321167883211679,"PEN_4",142
"250","TMED2",5.3109535714212,1.19377608358592,26.8038761333657,0.000309482058026131,0.000399944249533578,0.106100795755968,0.0244931062449311,"PEN_4",143
"251","USP1",5.63123292510113,1.5190239708905,26.7583843589428,0.000311307956393704,0.000399944249533578,0.159151193633952,0.0282238442822384,"PEN_4",144
"252","CCKBR",5.60958711994084,1.32404965742257,25.5911197704127,0.00037183560137829,0.000474410939689543,0.140583554376658,0.0283860502838605,"PEN_4",145
"253","CENPJ",6.13851530518691,1.09870740736044,25.4951395524005,0.000377276738747739,0.000475949212917594,0.164456233421751,0.04330900243309,"PEN_4",146
"254","SMC1A",6.29313887323454,1.00823321081367,25.4792560284101,0.000378186671885872,0.000475949212917594,0.177718832891247,0.0483373884833739,"PEN_4",147
"255","PARP1",6.11693388969459,1.06303493164616,25.2001371991487,0.00039501972463233,0.000493774655790413,0.161803713527851,0.0407137064071371,"PEN_4",148
"256","RPL10",5.96715857122769,1.12303072711035,25.0086893871528,0.000407088623689917,0.000502543869278418,0.143236074270557,0.0381184103811841,"PEN_4",149
"257","SLC20A1",5.5553006184682,1.03501265396584,25.0066333811125,0.000407468002117636,0.000502543869278418,0.111405835543767,0.0283860502838605,"PEN_4",150
"258","KPNA2",5.44854658223925,1.36832692881986,24.8925382366836,0.000414771478589705,0.000508163732046989,0.119363395225464,0.0295214922952149,"PEN_4",151
"259","ALDH6A1",5.33716241710711,1.11461112772627,24.1737329924593,0.000465384774903667,0.000566422258928805,0.103448275862069,0.0246553122465531,"PEN_4",152
"260","TSPAN6",5.74571651337943,1.2378963504322,23.8557777893901,0.000489545700825839,0.000591934344135818,0.137931034482759,0.0317923763179238,"PEN_4",153
"261","COTL1",5.33005381733364,1.35048964070053,23.3004105608906,0.000536488514345019,0.00064448295554434,0.114058355437666,0.024330900243309,"PEN_4",154
"262","CEBPZ",5.5846662301213,1.14745569538656,23.0655461839675,0.000557701557825639,0.000665643794824149,0.122015915119363,0.0293592862935929,"PEN_4",155
"263","CENPV",5.61039894278183,1.14953196292006,22.3380666587921,0.000630395497646253,0.000747584404259979,0.122015915119363,0.0300081103000811,"PEN_4",156
"264","GINS1",5.3186598536134,1.18343293672119,22.1224610350448,0.000654384686667733,0.000771090235882361,0.10079575596817,0.0246553122465531,"PEN_4",157
