"","p_val","log_fc","rate1","rate2","padj","cluster","feature","comp"
"PAX8.3",2.20797439748759e-51,-0.323115805116871,1,1,1.61402928456343e-48,"EP","PAX8","EP_vs_all"
"ASCL2.4",4.49637928099128e-51,0.370957060976149,1,1,3.28685325440463e-48,"EP","ASCL2","EP_vs_all"
"FOXN1.5",2.02053135274225e-50,0.411969982587026,1,1,1.47700841885458e-47,"EP","FOXN1","EP_vs_all"
"NFE2L3.5",6.48934934036478e-50,0.364258801569456,1,1,4.74371436780665e-47,"EP","NFE2L3","EP_vs_all"
"NCOA1.4",7.1332838447333e-50,-0.320695980502602,0.999,1,5.21443049050004e-47,"EP","NCOA1","EP_vs_all"
"NCOA2.4",1.4041078510109e-49,-0.399418064305832,1,1,1.02640283908897e-46,"EP","NCOA2","EP_vs_all"
"E2F6.5",1.44046607812154e-49,0.438416575191375,1,1,1.05298070310685e-46,"EP","E2F6","EP_vs_all"
"ZNF699.1",1.94212164346811e-49,0.384914552030355,1,1,1.41969092137519e-46,"EP","ZNF699","EP_vs_all"
"SMARCA4.5",1.49614505220308e-48,-0.478367304641983,1,1,1.09368203316045e-45,"EP","SMARCA4","EP_vs_all"
"RFX1.4",4.51450237269562e-48,-0.315401314366046,0.999,1,3.3001012344405e-45,"EP","RFX1","EP_vs_all"
"CHD4.3",7.54007428432361e-48,0.401386397273082,1,1,5.51179430184056e-45,"EP","CHD4","EP_vs_all"
"ZBTB18.3",1.4689833506109e-47,0.673699626318186,1,1,1.07382682929657e-44,"EP","ZBTB18","EP_vs_all"
"HMGA2.4",2.39049656067825e-47,-0.334793893778335,0.999,1,1.7474529858558e-44,"EP","HMGA2","EP_vs_all"
"GFI1B.5",4.62696301514833e-47,0.370791115836715,1,1,3.38230996407343e-44,"EP","GFI1B","EP_vs_all"
"NR2F1.4",5.46937857113974e-47,-0.331691830469198,1,1,3.99811573550315e-44,"EP","NR2F1","EP_vs_all"
"KLF5.3",2.69806042986482e-46,-0.325600593207271,1,1,1.97228217423118e-43,"EP","KLF5","EP_vs_all"
"ETV2.3",4.73064971617753e-46,-0.346370251674009,0.999,1,3.45810494252577e-43,"EP","ETV2","EP_vs_all"
"TCF15.4",7.23053482680564e-46,-0.329398884204717,1,1,5.28552095839492e-43,"EP","TCF15","EP_vs_all"
"HOXD8.3",9.10854507184826e-46,0.666122166846742,1,1,6.65834644752108e-43,"EP","HOXD8","EP_vs_all"
"MAFG.3",9.43806239121989e-46,-0.394805629209043,1,1,6.89922360798174e-43,"EP","MAFG","EP_vs_all"
"HOXC6.2",1.2698680602477e-45,-0.268470938640649,1,1,9.28273552041067e-43,"EP","HOXC6","EP_vs_all"
"REL.4",2.01674824873947e-45,-0.30647331027936,0.999,1,1.47424296982855e-42,"EP","REL","EP_vs_all"
"NONO.3",2.89769492882176e-45,-0.404729218962999,1,1,2.11821499296871e-42,"EP","NONO","EP_vs_all"
"NFATC1.3",2.85320165166992e-44,-0.294729909405755,1,1,2.08569040737071e-41,"EP","NFATC1","EP_vs_all"
"NR0B2.3",3.71788582096729e-44,0.324552798731529,1,1,2.71777453512709e-41,"EP","NR0B2","EP_vs_all"
"NR5A2.2",4.11156379688799e-43,0.357323779500573,1,1,3.00555313552512e-40,"EP","NR5A2","EP_vs_all"
"ETV4.2",4.58724151992109e-43,-0.278797163040406,1,1,3.35327355106231e-40,"EP","ETV4","EP_vs_all"
"USF1.3",8.00949382115543e-43,-0.255669314586677,0.999,1,5.85493998326462e-40,"EP","USF1","EP_vs_all"
"NR1D2.2",9.21090780518325e-43,0.232299711887535,1,1,6.73317360558896e-40,"EP","NR1D2","EP_vs_all"
"ZNF804A.4",1.41760210598103e-42,0.398814623556496,1,1,1.03626713947213e-39,"EP","ZNF804A","EP_vs_all"
"NFIL3.5",4.88392990652924e-42,0.231401508805122,1,1,3.57015276167287e-39,"EP","NFIL3","EP_vs_all"
"OLIG1.5",6.71793386309745e-42,-0.326120878909674,1,1,4.91080965392423e-39,"EP","OLIG1","EP_vs_all"
